mac,endpoint_identity_group,oui,organization,description,desk,switch,port,site
10:E7:C6:5A:E2:3A,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-000082,ushun-sw-17,Gi1/0/2,us-huntsville
00:04:F2:41:AE:53,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-000083,ushun-sw-17,Gi1/0/3,us-huntsville
10:E7:C6:01:C8:82,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-000083,ushun-sw-17,Gi1/0/3,us-huntsville
00:04:F2:42:33:DD,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-000084,ushun-sw-17,Gi1/0/4,us-huntsville
10:E7:C6:4D:97:53,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-000084,ushun-sw-17,Gi1/0/4,us-huntsville
00:04:F2:D6:A4:38,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-000085,ushun-sw-17,Gi1/0/5,us-huntsville
10:E7:C6:E1:DA:62,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-000085,ushun-sw-17,Gi1/0/5,us-huntsville
00:04:F2:83:12:A8,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-000086,ushun-sw-18,Gi1/0/1,us-huntsville
10:E7:C6:C6:24:87,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-000086,ushun-sw-18,Gi1/0/1,us-huntsville
00:04:F2:EB:9F:FF,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-000087,ushun-sw-18,Gi1/0/2,us-huntsville
10:E7:C6:CF:4C:0D,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-000087,ushun-sw-18,Gi1/0/2,us-huntsville
00:04:F2:C5:C9:00,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-000088,ushun-sw-18,Gi1/0/3,us-huntsville
10:E7:C6:5B:AC:9F,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-000088,ushun-sw-18,Gi1/0/3,us-huntsville
00:04:F2:50:DA:AB,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-000089,ushun-sw-18,Gi1/0/4,us-huntsville
10:E7:C6:6F:8F:5C,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-000089,ushun-sw-18,Gi1/0/4,us-huntsville
00:04:F2:5A:D2:30,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-000090,ushun-sw-18,Gi1/0/5,us-huntsville
10:E7:C6:21:A0:AE,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-000090,ushun-sw-18,Gi1/0/5,us-huntsville
00:04:F2:AA:8E:4A,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-000091,ushun-sw-19,Gi1/0/1,us-huntsville
10:E7:C6:2D:E1:84,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-000091,ushun-sw-19,Gi1/0/1,us-huntsville
00:04:F2:7A:9A:30,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-000092,ushun-sw-19,Gi1/0/2,us-huntsville
10:E7:C6:A7:84:52,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-000092,ushun-sw-19,Gi1/0/2,us-huntsville
00:04:F2:C1:EB:15,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-000093,ushun-sw-19,Gi1/0/3,us-huntsville
10:E7:C6:A0:21:BC,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-000093,ushun-sw-19,Gi1/0/3,us-huntsville
00:04:F2:2C:96:66,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-000094,ushun-sw-19,Gi1/0/4,us-huntsville
10:E7:C6:89:84:BD,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-000094,ushun-sw-19,Gi1/0/4,us-huntsville
00:04:F2:0E:3D:F6,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-000095,ushun-sw-19,Gi1/0/5,us-huntsville
10:E7:C6:4A:33:6F,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-000095,ushun-sw-19,Gi1/0/5,us-huntsville
00:04:F2:9D:19:E0,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-000096,ushun-sw-20,Gi1/0/1,us-huntsville
10:E7:C6:68:F7:42,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-000096,ushun-sw-20,Gi1/0/1,us-huntsville
00:04:F2:F9:43:A3,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-000097,ushun-sw-20,Gi1/0/2,us-huntsville
10:E7:C6:51:F9:C5,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-000097,ushun-sw-20,Gi1/0/2,us-huntsville
00:04:F2:5D:6C:13,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-000098,ushun-sw-20,Gi1/0/3,us-huntsville
10:E7:C6:2B:DD:5B,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-000098,ushun-sw-20,Gi1/0/3,us-huntsville
00:04:F2:16:2E:12,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-000099,ushun-sw-20,Gi1/0/4,us-huntsville
10:E7:C6:46:55:96,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-000099,ushun-sw-20,Gi1/0/4,us-huntsville
00:04:F2:5D:D0:40,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-000100,ushun-sw-20,Gi1/0/5,us-huntsville
10:E7:C6:D9:55:F3,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-000100,ushun-sw-20,Gi1/0/5,us-huntsville
00:04:F2:19:E2:96,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-000101,ushun-sw-21,Gi1/0/1,us-huntsville
10:E7:C6:83:4B:2A,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-000101,ushun-sw-21,Gi1/0/1,us-huntsville
00:04:F2:F7:F6:BB,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-000102,ushun-sw-21,Gi1/0/2,us-huntsville
10:E7:C6:A2:3C:CC,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-000102,ushun-sw-21,Gi1/0/2,us-huntsville
00:04:F2:A7:9D:25,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-000103,ushun-sw-21,Gi1/0/3,us-huntsville
10:E7:C6:C5:63:35,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-000103,ushun-sw-21,Gi1/0/3,us-huntsville
00:04:F2:D1:B5:E9,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-000104,ushun-sw-21,Gi1/0/4,us-huntsville
10:E7:C6:77:F2:59,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-000104,ushun-sw-21,Gi1/0/4,us-huntsville
00:04:F2:F0:3B:C1,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-000105,ushun-sw-21,Gi1/0/5,us-huntsville
10:E7:C6:08:12:C1,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-000105,ushun-sw-21,Gi1/0/5,us-huntsville
00:04:F2:F6:74:BE,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-000106,ushun-sw-22,Gi1/0/1,us-huntsville
10:E7:C6:DF:C1:AB,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-000106,ushun-sw-22,Gi1/0/1,us-huntsville
00:04:F2:14:38:B2,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-000107,ushun-sw-22,Gi1/0/2,us-huntsville
10:E7:C6:3E:04:79,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-000107,ushun-sw-22,Gi1/0/2,us-huntsville
00:04:F2:00:F4:BC,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-000108,ushun-sw-22,Gi1/0/3,us-huntsville
10:E7:C6:82:63:04,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-000108,ushun-sw-22,Gi1/0/3,us-huntsville
00:04:F2:84:D2:59,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-000109,ushun-sw-22,Gi1/0/4,us-huntsville
10:E7:C6:9A:E4:6A,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-000109,ushun-sw-22,Gi1/0/4,us-huntsville
00:04:F2:7E:39:5B,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-000110,ushun-sw-22,Gi1/0/5,us-huntsville
10:E7:C6:EF:29:45,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-000110,ushun-sw-22,Gi1/0/5,us-huntsville
00:04:F2:9C:CA:6F,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-000111,ushun-sw-23,Gi1/0/1,us-huntsville
10:E7:C6:F1:E7:49,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-000111,ushun-sw-23,Gi1/0/1,us-huntsville
00:04:F2:5D:2C:80,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-000112,ushun-sw-23,Gi1/0/2,us-huntsville
10:E7:C6:51:13:E7,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-000112,ushun-sw-23,Gi1/0/2,us-huntsville
00:04:F2:7F:98:08,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-000113,ushun-sw-23,Gi1/0/3,us-huntsville
10:E7:C6:36:A4:CB,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-000113,ushun-sw-23,Gi1/0/3,us-huntsville
00:04:F2:83:DC:15,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-000114,ushun-sw-23,Gi1/0/4,us-huntsville
10:E7:C6:84:E5:BF,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-000114,ushun-sw-23,Gi1/0/4,us-huntsville
00:04:F2:E8:1C:89,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-000115,ushun-sw-23,Gi1/0/5,us-huntsville
10:E7:C6:1A:18:3B,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-000115,ushun-sw-23,Gi1/0/5,us-huntsville
00:04:F2:99:C0:B8,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-000116,ushun-sw-24,Gi1/0/1,us-huntsville
10:E7:C6:6E:F4:34,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-000116,ushun-sw-24,Gi1/0/1,us-huntsville
00:04:F2:57:13:C7,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-000117,ushun-sw-24,Gi1/0/2,us-huntsville
10:E7:C6:0B:86:2A,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-000117,ushun-sw-24,Gi1/0/2,us-huntsville
00:04:F2:7D:43:08,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-000118,ushun-sw-24,Gi1/0/3,us-huntsville
10:E7:C6:18:23:10,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-000118,ushun-sw-24,Gi1/0/3,us-huntsville
00:04:F2:27:8F:E6,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-000119,ushun-sw-24,Gi1/0/4,us-huntsville
10:E7:C6:D6:AF:43,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-000119,ushun-sw-24,Gi1/0/4,us-huntsville
00:04:F2:E6:C4:46,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-000120,ushun-sw-24,Gi1/0/5,us-huntsville
10:E7:C6:47:7C:41,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-000120,ushun-sw-24,Gi1/0/5,us-huntsville
00:04:F2:B4:47:8A,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-000121,ushun-sw-25,Gi1/0/1,us-huntsville
10:E7:C6:1D:1F:F7,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-000121,ushun-sw-25,Gi1/0/1,us-huntsville
00:04:F2:44:50:E5,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-000122,ushun-sw-25,Gi1/0/2,us-huntsville
10:E7:C6:9F:AD:0C,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-000122,ushun-sw-25,Gi1/0/2,us-huntsville
00:04:F2:31:C7:B1,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-000123,ushun-sw-25,Gi1/0/3,us-huntsville
10:E7:C6:BF:1A:6D,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-000123,ushun-sw-25,Gi1/0/3,us-huntsville
00:04:F2:9D:16:03,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-000124,ushun-sw-25,Gi1/0/4,us-huntsville
10:E7:C6:F9:5D:18,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-000124,ushun-sw-25,Gi1/0/4,us-huntsville
00:04:F2:83:3C:C3,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-000125,ushun-sw-25,Gi1/0/5,us-huntsville
10:E7:C6:EE:B3:4E,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-000125,ushun-sw-25,Gi1/0/5,us-huntsville
00:04:F2:8C:A5:18,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-000126,ushun-sw-26,Gi1/0/1,us-huntsville
10:E7:C6:3E:CE:CA,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-000126,ushun-sw-26,Gi1/0/1,us-huntsville
00:04:F2:15:9C:BA,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-000127,ushun-sw-26,Gi1/0/2,us-huntsville
10:E7:C6:A5:E8:48,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-000127,ushun-sw-26,Gi1/0/2,us-huntsville
00:04:F2:33:CA:E4,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-000128,ushun-sw-26,Gi1/0/3,us-huntsville
10:E7:C6:F0:41:12,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-000128,ushun-sw-26,Gi1/0/3,us-huntsville
00:04:F2:01:3E:23,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-000129,ushun-sw-26,Gi1/0/4,us-huntsville
10:E7:C6:D8:5B:F2,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-000129,ushun-sw-26,Gi1/0/4,us-huntsville
00:04:F2:D4:5B:94,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-000130,ushun-sw-26,Gi1/0/5,us-huntsville
10:E7:C6:70:36:1E,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-000130,ushun-sw-26,Gi1/0/5,us-huntsville
00:04:F2:30:BC:04,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-000131,ushun-sw-27,Gi1/0/1,us-huntsville
10:E7:C6:5D:A3:3F,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-000131,ushun-sw-27,Gi1/0/1,us-huntsville
00:04:F2:82:4A:77,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-000132,ushun-sw-27,Gi1/0/2,us-huntsville
10:E7:C6:70:6A:1D,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-000132,ushun-sw-27,Gi1/0/2,us-huntsville
00:04:F2:96:6B:29,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-000133,ushun-sw-27,Gi1/0/3,us-huntsville
10:E7:C6:AA:B6:61,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-000133,ushun-sw-27,Gi1/0/3,us-huntsville
00:04:F2:BB:35:EB,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-000134,ushun-sw-27,Gi1/0/4,us-huntsville
10:E7:C6:85:C4:69,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-000134,ushun-sw-27,Gi1/0/4,us-huntsville
00:04:F2:EC:04:88,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-000135,ushun-sw-27,Gi1/0/5,us-huntsville
10:E7:C6:D7:2E:6D,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-000135,ushun-sw-27,Gi1/0/5,us-huntsville
00:04:F2:31:AF:D8,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-000136,ushun-sw-28,Gi1/0/1,us-huntsville
10:E7:C6:FB:C8:6E,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-000136,ushun-sw-28,Gi1/0/1,us-huntsville
00:04:F2:B1:EE:D1,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-000137,ushun-sw-28,Gi1/0/2,us-huntsville
10:E7:C6:CC:66:57,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-000137,ushun-sw-28,Gi1/0/2,us-huntsville
00:04:F2:AF:BE:DF,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-000138,ushun-sw-28,Gi1/0/3,us-huntsville
10:E7:C6:E6:E5:12,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-000138,ushun-sw-28,Gi1/0/3,us-huntsville
00:04:F2:C5:10:10,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-000139,ushun-sw-28,Gi1/0/4,us-huntsville
10:E7:C6:7D:30:53,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-000139,ushun-sw-28,Gi1/0/4,us-huntsville
00:04:F2:F0:10:3E,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-000140,ushun-sw-28,Gi1/0/5,us-huntsville
10:E7:C6:6C:29:A5,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-000140,ushun-sw-28,Gi1/0/5,us-huntsville
00:04:F2:60:83:3E,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-000141,ushun-sw-29,Gi1/0/1,us-huntsville
10:E7:C6:F5:F4:17,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-000141,ushun-sw-29,Gi1/0/1,us-huntsville
00:04:F2:AE:29:61,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-000142,ushun-sw-29,Gi1/0/2,us-huntsville
10:E7:C6:8C:FE:A1,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-000142,ushun-sw-29,Gi1/0/2,us-huntsville
00:04:F2:1B:D9:64,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-000143,ushun-sw-29,Gi1/0/3,us-huntsville
10:E7:C6:52:A4:DD,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-000143,ushun-sw-29,Gi1/0/3,us-huntsville
00:04:F2:EF:E9:F1,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-000144,ushun-sw-29,Gi1/0/4,us-huntsville
10:E7:C6:D9:00:C1,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-000144,ushun-sw-29,Gi1/0/4,us-huntsville
00:04:F2:F0:5E:A9,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-000145,ushun-sw-29,Gi1/0/5,us-huntsville
10:E7:C6:0F:EB:7E,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-000145,ushun-sw-29,Gi1/0/5,us-huntsville
00:04:F2:62:10:E1,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-000146,ushun-sw-30,Gi1/0/1,us-huntsville
10:E7:C6:00:BF:BA,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-000146,ushun-sw-30,Gi1/0/1,us-huntsville
00:04:F2:3E:01:66,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-000147,ushun-sw-30,Gi1/0/2,us-huntsville
10:E7:C6:B0:1E:19,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-000147,ushun-sw-30,Gi1/0/2,us-huntsville
00:04:F2:17:45:FD,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-000148,ushun-sw-30,Gi1/0/3,us-huntsville
10:E7:C6:53:01:5D,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-000148,ushun-sw-30,Gi1/0/3,us-huntsville
00:04:F2:7F:B9:16,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-000149,ushun-sw-30,Gi1/0/4,us-huntsville
10:E7:C6:D4:4E:3D,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-000149,ushun-sw-30,Gi1/0/4,us-huntsville
00:04:F2:07:5E:16,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-000150,ushun-sw-30,Gi1/0/5,us-huntsville
10:E7:C6:25:EB:10,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-000150,ushun-sw-30,Gi1/0/5,us-huntsville
00:04:F2:EB:1F:19,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-000151,ushun-sw-31,Gi1/0/1,us-huntsville
10:E7:C6:AF:3A:9C,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-000151,ushun-sw-31,Gi1/0/1,us-huntsville
00:04:F2:F7:38:7A,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-000152,ushun-sw-31,Gi1/0/2,us-huntsville
10:E7:C6:6B:2E:C9,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-000152,ushun-sw-31,Gi1/0/2,us-huntsville
00:04:F2:77:CD:E6,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-000153,ushun-sw-31,Gi1/0/3,us-huntsville
10:E7:C6:64:B2:55,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-000153,ushun-sw-31,Gi1/0/3,us-huntsville
00:04:F2:12:D0:81,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-000154,ushun-sw-31,Gi1/0/4,us-huntsville
10:E7:C6:3C:41:9E,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-000154,ushun-sw-31,Gi1/0/4,us-huntsville
00:04:F2:90:BA:5E,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-000155,ushun-sw-31,Gi1/0/5,us-huntsville
10:E7:C6:7E:07:1F,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-000155,ushun-sw-31,Gi1/0/5,us-huntsville
00:04:F2:7F:51:36,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-000156,ushun-sw-32,Gi1/0/1,us-huntsville
10:E7:C6:1B:BA:69,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-000156,ushun-sw-32,Gi1/0/1,us-huntsville
00:04:F2:44:32:C0,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-000157,ushun-sw-32,Gi1/0/2,us-huntsville
10:E7:C6:9A:CC:08,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-000157,ushun-sw-32,Gi1/0/2,us-huntsville
00:04:F2:F9:D3:97,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-000158,ushun-sw-32,Gi1/0/3,us-huntsville
10:E7:C6:55:FC:7E,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-000158,ushun-sw-32,Gi1/0/3,us-huntsville
00:04:F2:12:41:F8,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-000159,ushun-sw-32,Gi1/0/4,us-huntsville
10:E7:C6:3F:FC:87,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-000159,ushun-sw-32,Gi1/0/4,us-huntsville
00:04:F2:BF:3E:DF,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-000160,ushun-sw-32,Gi1/0/5,us-huntsville
10:E7:C6:CA:F2:CD,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-000160,ushun-sw-32,Gi1/0/5,us-huntsville
00:04:F2:EE:20:D7,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-000161,ushun-sw-33,Gi1/0/1,us-huntsville
10:E7:C6:54:11:06,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-000161,ushun-sw-33,Gi1/0/1,us-huntsville
00:04:F2:C3:16:37,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-000162,ushun-sw-33,Gi1/0/2,us-huntsville
10:E7:C6:06:C9:9A,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-000162,ushun-sw-33,Gi1/0/2,us-huntsville
00:04:F2:B5:BD:BC,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-000163,ushun-sw-33,Gi1/0/3,us-huntsville
10:E7:C6:4D:B0:FC,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-000163,ushun-sw-33,Gi1/0/3,us-huntsville
00:04:F2:05:DE:D3,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-000164,ushun-sw-33,Gi1/0/4,us-huntsville
